,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,5994,Shiba Inu,SHIB,shiba-inu,829,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271778705436.5,589519952122780.6,False,,11,,,,2024-06-08T06:41:00.000Z,2.3961236445692706e-05,836758994.0304958,105.1227,-0.06645477,-5.22775755,-4.9782917,4.18607226,-17.94826399,-31.78101072,14119680420.334871,0.5537,14125626962.27,,2024-06-08T06:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-08 12:13:15.293867
11,5805,Avalanche,AVAX,avalanche,739,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393253755.2622022,442600125.2622022,False,,12,,,,2024-06-08T06:41:00.000Z,33.56406839861376,639436321.6138209,115.8807,-0.16442376,-6.80739385,-6.54791491,-2.89472155,-31.12863673,-22.54113208,13199195939.632273,0.5176,24023438960.74,,2024-06-08T06:41:00.000Z,,,,,,2024-06-08 12:13:15.293867
12,1958,TRON,TRX,tron,988,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87328836390.61203,87328859585.66867,True,,13,71659659264.0,8069955756.283536,,2024-06-08T06:41:00.000Z,0.11261504505000734,405588245.809858,63.6635,-0.05816188,-1.1862974,1.18577075,-9.38443751,-8.02296025,-17.31430669,9834540844.293495,0.3857,9834543456.41,,2024-06-08T06:41:00.000Z,,,,,,2024-06-08 12:13:15.293867
13,1975,Chainlink,LINK,chainlink,1792,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,14,,,,2024-06-08T06:41:00.000Z,16.34728659303287,550880586.7724494,47.7267,-0.08013737,-6.848316,-11.88324099,16.35865159,-8.47515593,-17.82306377,9597491475.752834,0.3764,16347286593.03,,2024-06-08T06:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-08 12:13:15.293867
14,1831,Bitcoin Cash,BCH,bitcoin-cash,895,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19716375.0,19716375.0,False,,15,,,,2024-06-08T06:41:00.000Z,483.7656167109183,485759818.07349616,34.8879,0.21955449,-6.04423951,5.31871203,6.98495134,-28.14033869,10.12447244,9538104311.178732,0.3741,10159077950.93,,2024-06-08T06:41:00.000Z,,,,,,2024-06-08 12:13:15.293867
0,1,Bitcoin,BTC,bitcoin,11105,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19709968.0,19709968.0,False,,1,,,,2024-06-09T13:48:00.000Z,69451.69796702932,12294926874.868359,-55.6365,-0.2500201,0.13401413,2.10403911,10.31104827,2.71122256,-3.14874889,1368890744475.813,53.9337,1458485657307.62,,2024-06-09T13:48:00.000Z,,,,,,2024-06-09 19:19:40.198884
1,1027,Ethereum,ETH,ethereum,9053,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120151345.15826252,120151345.15826252,True,,2,,,,2024-06-09T13:47:00.000Z,3688.1635049183687,7926825609.423679,-51.9643,-0.48180391,0.10776835,-2.6957259,21.93930124,7.27677579,-8.66862158,443137806279.5542,17.4612,443137806279.55,,2024-06-09T13:47:00.000Z,,,,,,2024-06-09 19:19:40.198884
2,825,Tether USDt,USDT,tether,88099,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112451964717.42813,115086088089.50818,True,,3,,,,2024-06-09T13:47:00.000Z,0.9999378661980423,38999328373.169395,-46.6371,0.00871103,0.0221814,0.06641523,-0.00323198,0.03991953,-0.0280998,112444977649.32262,4.4307,115078937353.3,,2024-06-09T13:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-09 19:19:40.198884
3,1839,BNB,BNB,bnb,2179,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147564475.55288136,147564475.55288136,False,,4,,,,2024-06-09T13:47:00.000Z,680.7868688753995,1851002536.7552197,-29.3761,-0.31424196,-0.24659074,13.37233395,14.29738779,17.29742362,30.9840416,100459957268.88654,3.9585,100459957268.89,,2024-06-09T13:47:00.000Z,,,,,,2024-06-09 19:19:40.198884
4,5426,Solana,SOL,solana,678,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,460670115.69201773,577706390.2010796,True,,5,,,,2024-06-09T13:47:00.000Z,160.05197786756105,1584355735.4471672,-50.8014,-0.14830152,0.16231373,-3.28058636,4.6563667,-2.87429226,8.20254209,73731163160.98561,2.9053,92463050378.41,,2024-06-09T13:47:00.000Z,,,,,,2024-06-09 19:19:40.198884
5,3408,USDC,USDC,usd-coin,19663,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32219272006.172733,32219272006.172733,False,,6,,,,2024-06-09T13:47:00.000Z,1.0000266557620312,2634642803.8933864,-55.4264,0.00858748,0.00514246,0.00800926,0.00025874,-0.01001994,0.02388499,32220130835.420147,1.2696,32220130835.42,,2024-06-09T13:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-09 19:19:40.198884
6,52,XRP,XRP,xrp,1339,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55506158411.0,99987553871.0,False,,7,,,,2024-06-09T13:48:00.000Z,0.4958753052412798,731324593.1147368,-66.285,-0.03891311,0.44958846,-4.06775486,-3.289366,-17.48480822,-20.23856604,27524133244.825455,1.0845,49587530524.13,,2024-06-09T13:48:00.000Z,,,,,,2024-06-09 19:19:40.198884
7,74,Dogecoin,DOGE,dogecoin,985,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144638556383.70523,144638556383.70523,True,,8,,,,2024-06-09T13:48:00.000Z,0.14598061138082996,747216851.1771748,-56.0536,-0.55981283,0.37222209,-8.23716381,-2.44582978,-20.62290759,-16.25416681,21114424890.133934,0.832,21114424890.13,,2024-06-09T13:48:00.000Z,,,,,,2024-06-09 19:19:40.198884
8,11419,Toncoin,TON,toncoin,392,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2431652855.50963,5107366548.056212,True,,9,3414166606.0,24370349770.736553,,2024-06-09T13:47:00.000Z,7.138008358440535,287658399.2878299,-29.0431,0.17016781,0.14970111,10.46170283,2.52579214,6.31169759,130.52610874,17357158407.453537,0.6839,36456425109.64,,2024-06-09T13:47:00.000Z,,,,,,2024-06-09 19:19:40.198884
9,2010,Cardano,ADA,cardano,1192,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35716330838.217,36952989918.531,False,,10,,,,2024-06-09T13:47:00.000Z,0.4389261370898507,352852219.25823617,-50.3524,-0.46686381,0.75531549,-2.78279827,-5.19264387,-22.56443262,-40.50237726,15676831125.841698,0.6177,19751676169.04,,2024-06-09T13:47:00.000Z,,,,,,2024-06-09 19:19:40.198884
10,5994,Shiba Inu,SHIB,shiba-inu,830,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271777616888.4,589519951054232.6,False,,11,,,,2024-06-09T13:47:00.000Z,2.318899294744014e-05,470094035.22731483,-41.6329,-0.71422483,-0.59936333,-7.01965445,-0.28665994,-13.73249764,-30.82918517,13664619095.283539,0.5384,13670373987.37,,2024-06-09T13:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-09 19:19:40.198884
11,5805,Avalanche,AVAX,avalanche,739,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393257063.6416949,442603433.6416949,False,,12,,,,2024-06-09T13:47:00.000Z,32.29746803915566,256039615.90187636,-58.2107,-0.63894865,-0.54823004,-9.65106103,-9.40875066,-29.56811525,-31.09972228,12701207444.139845,0.5005,23116871375.97,,2024-06-09T13:47:00.000Z,,,,,,2024-06-09 19:19:40.198884
12,1958,TRON,TRX,tron,988,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87322431414.6958,87322457204.16025,True,,13,71659659264.0,8332339597.124966,,2024-06-09T13:47:00.000Z,0.11627657293803129,351708237.1042787,-18.8772,-0.16855881,2.74046437,1.90315365,-7.52219844,-1.50735828,-12.72606577,10153553065.51711,0.4001,10153556064.23,,2024-06-09T13:47:00.000Z,,,,,,2024-06-09 19:19:40.198884
13,1975,Chainlink,LINK,chainlink,1792,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,14,,,,2024-06-09T13:47:00.000Z,15.995221680449836,243894986.00500274,-55.8097,-0.45408162,0.74860153,-13.05682801,12.46629109,-6.23848833,-24.72104372,9390794175.97787,0.37,15995221680.45,,2024-06-09T13:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-09 19:19:40.198884
14,1831,Bitcoin Cash,BCH,bitcoin-cash,895,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19717034.375,19717034.375,False,,15,,,,2024-06-09T13:47:00.000Z,471.06905922174207,255363519.89448267,-43.9365,0.12714231,-0.52862314,2.21934159,4.97835954,-22.99884483,6.48106718,9288084833.674,0.366,9892450243.66,,2024-06-09T13:47:00.000Z,,,,,,2024-06-09 19:19:40.198884
0,1,Bitcoin,BTC,bitcoin,11105,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19709968.0,19709968.0,False,,1,,,,2024-06-09T14:27:00.000Z,69430.38311891556,12549449378.116217,-53.8174,-0.03340086,0.19440393,1.79330029,11.28539257,0.98448486,-3.74293279,1368470629501.566,53.8015,1458038045497.23,,2024-06-09T14:27:00.000Z,,,,,,2024-06-09 19:58:49.082258
1,1027,Ethereum,ETH,ethereum,9053,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120151345.15826252,120151345.15826252,True,,2,,,,2024-06-09T14:26:00.000Z,3691.9624004921743,7927420055.4790745,-51.4855,0.04430759,0.28360153,-2.72739334,23.38358982,6.12828897,-8.60570764,443594248692.8627,17.4367,443594248692.86,,2024-06-09T14:26:00.000Z,,,,,,2024-06-09 19:58:49.082258
2,825,Tether USDt,USDT,tether,88100,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112451964717.42813,115086088089.50818,True,,3,,,,2024-06-09T14:26:00.000Z,0.9999561987916019,39094826478.689545,-46.1379,-0.00777377,0.03000212,0.06691432,-0.00228941,0.03171826,-0.03558619,112447039185.48677,4.42,115081047179.78,,2024-06-09T14:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-09 19:58:49.082258
3,1839,BNB,BNB,bnb,2179,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147564475.55288136,147564475.55288136,False,,4,,,,2024-06-09T14:26:00.000Z,680.3804576305274,1845321540.630602,-29.6833,-0.15678479,-0.5714313,13.25320372,14.79003994,16.01423163,31.04174661,100399985406.67819,3.9465,100399985406.68,,2024-06-09T14:26:00.000Z,,,,,,2024-06-09 19:58:49.082258
4,5426,Solana,SOL,solana,678,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,460670115.69201773,577706390.2010796,True,,5,,,,2024-06-09T14:26:00.000Z,161.03198908758566,1569148701.8167574,-51.5029,0.54913157,0.549343,-2.55506747,6.63886294,-3.82179634,8.54811397,74182625043.09383,2.916,93029209122.69,,2024-06-09T14:26:00.000Z,,,,,,2024-06-09 19:58:49.082258
